"","x"
"88644",12
"88645",19
"88646",19
"88647",19
"88648",22
"88649",33
"88650",31
"88651",26
"88652",23
"88653",31
"88654",22
"88655",13
"88656",26
"88657",45
"88658",17
"88659",20
"88660",10
"88661",13
"88662",20
"88663",19
"88664",40
"88665",14
"88666",13
"88667",24
"88668",15
"88669",23
"88670",10
"88671",20
"88672",25
"88673",41
"88674",28
"88675",32
"88676",21
"88677",19
"88678",52
"88679",22
"88680",11
"88681",18
"88682",20
"88683",60
"88684",20
"88685",39
"88686",53
"88687",32
"88688",13
"88689",31
"88690",32
"88691",14
"88692",22
"88693",32
"88694",21
"88695",17
"88696",24
"88697",25
"88698",41
"88699",14
"88700",25
"88701",17
"88702",8
"88703",29
"88704",17
"88705",39
"88706",34
"88707",21
"88708",8
"88709",14
"88710",11
"88711",17
"88712",15
"88713",26
"88714",21
"88715",18
"88716",19
"88717",15
"88718",22
"88719",22
"88720",17
"88721",33
"88722",43
"88723",11
"88724",16
"88725",7
"88726",18
"88727",25
"88728",13
"88729",27
"88730",37
"88731",21
"88732",15
"88733",61
"88734",32
"88735",29
"88736",31
"88737",21
"88738",19
"88739",15
"88740",84
"88741",37
"88742",25
"88743",22
"88744",22
"88745",24
"88746",16
"88747",38
"88748",25
"88749",29
"88750",31
"88751",37
"88752",52
"88753",27
"88754",9
"88755",10
"88756",16
"88757",27
"88758",36
"88759",20
"88760",21
"88761",15
"88762",18
"88763",13
"88764",7
"88765",22
"88766",47
"88767",28
"88768",32
"88769",22
"88770",17
"88771",8
"88772",17
"88773",37
"88774",14
"88775",22
"88776",18
"88777",24
"88778",20
"88779",19
"88780",15
"88781",35
"88782",39
"88783",15
"88784",22
"88785",22
"88786",32
"88787",43
"88788",34
"88789",21
"88790",27
"88791",13
"88792",26
"88793",15
"88794",22
"88795",19
"88796",19
"88797",28
"88798",35
"88799",35
"88800",21
"88801",24
"88802",38
"88803",34
"88804",40
"88805",6
"88806",22
"88807",12
"88808",22
"88809",22
"88810",13
"88811",10
"88812",9
"88813",19
"88814",42
"88815",39
"88816",32
"88817",40
"88818",4
"88819",8
"88820",31
"88821",16
"88822",17
"88823",25
"88824",10
"88825",26
"88826",15
"88827",16
"88828",17
"88829",26
"88830",15
"88831",17
"88832",25
"88833",31
"88834",21
"88835",20
"88836",23
"88837",30
"88838",54
"88839",20
"88840",37
"88841",21
"88842",16
"88843",28
"88844",25
"88845",12
"88846",36
"88847",25
"88848",19
"88849",18
"88850",30
"88851",43
"88852",24
"88853",12
"88854",28
"88855",20
"88856",11
"88857",40
"88858",40
"88859",23
"88860",18
"88861",11
"88862",14
"88863",15
"88864",23
"88865",13
"88866",39
"88867",36
"88868",10
"88869",38
"88870",21
"88871",24
"88872",40
"88873",31
"88874",16
"88875",15
"88876",9
"88877",18
"88878",26
"88879",31
"88880",21
"88881",27
"88882",13
"88883",51
"88884",15
"88885",7
"88886",33
"88887",26
"88888",23
"88889",37
"88890",38
"88891",18
"88892",38
"88893",37
"88894",9
"88895",54
"88896",18
"88897",20
"88898",43
"88899",30
"88900",28
"88901",24
"88902",23
"88903",20
"88904",36
"88905",12
"88906",25
"88907",35
"88908",18
"88909",33
"88910",11
"88911",59
"88912",32
"88913",26
"88914",49
"88915",35
"88916",14
"88917",32
"88918",32
"88919",10
"88920",21
"88921",36
"88922",45
"88923",54
"88924",22
"88925",28
"88926",22
"88927",51
"88928",14
"88929",24
"88930",42
"88931",27
"88932",31
"88933",18
"88934",29
"88935",32
"88936",43
"88937",46
"88938",17
"88939",24
"88940",20
"88941",31
"88942",24
"88943",22
"88944",15
"88945",20
"88946",16
"88947",26
"88948",31
"88949",43
"88950",20
"88951",17
"88952",20
"88953",19
"88954",42
"88955",10
"88956",20
"88957",32
"88958",20
"88959",17
"88960",6
"88961",18
"88962",8
"88963",23
"88964",24
"88965",25
"88966",46
"88967",37
"88968",35
"88969",27
"88970",27
"88971",30
"88972",24
"88973",30
"88974",26
"88975",44
"88976",17
"88977",49
"88978",12
"88979",22
"88980",19
"88981",8
"88982",28
"88983",22
"88984",25
"88985",38
"88986",21
"88987",17
"88988",38
"88989",18
"88990",27
"88991",28
"88992",21
"88993",25
"88994",27
"88995",27
"88996",31
"88997",38
"88998",9
"88999",17
"89000",16
"89001",26
"89002",6
"89003",23
"89004",18
"89005",12
"89006",25
"89007",15
"89008",17
"89009",24
"89010",36
"89011",35
"89012",30
"89013",22
"89014",18
"89015",41
"89016",10
"89017",27
"89018",21
"89019",39
"89020",19
"89021",8
"89022",38
"89023",19
"89024",41
"89025",29
"89026",10
"89027",29
"89028",31
"89029",11
"89030",22
"89031",14
"89032",21
"89033",11
"89034",29
"89035",20
"89036",39
"89037",16
"89038",17
"89039",31
"89040",20
"89041",11
"89042",15
"89043",54
"89044",17
"89045",20
"89046",11
"89047",32
"89048",51
"89049",14
"89050",26
"89051",9
"89052",16
"89053",18
"89054",26
"89055",34
"89056",12
"89057",20
"89058",21
"89059",22
"89060",19
"89061",38
"89062",28
"89063",40
"89064",34
"89065",31
"89066",8
"89067",22
"89068",13
"89069",21
"89070",19
"89071",17
"89072",19
"89073",30
"89074",26
"89075",30
"89076",25
"89077",45
"89078",17
"89079",11
"89080",22
"89081",25
"89082",21
"89083",9
"89084",29
"89085",34
"89086",21
"89087",24
"89088",31
"89089",19
"89090",30
"89091",56
"89092",15
"89093",17
"89094",23
"89095",22
"89096",34
"89097",25
"89098",16
"89099",22
"89100",17
"89101",26
"89102",28
"89103",27
"89104",14
"89105",18
"89106",20
"89107",40
"89108",11
"89109",20
"89110",18
"89111",18
"89112",25
"89113",33
"89114",24
"89115",23
"89116",33
"89117",23
"89118",14
"89119",16
"89120",29
"89121",2
"89122",17
"89123",20
"89124",29
"89125",37
"89126",46
"89127",31
"89128",34
"89129",34
"89130",40
"89131",27
"89132",49
"89133",51
"89134",35
"89135",47
"89136",17
"89137",17
"89138",34
"89139",18
"89140",20
"89141",13
"89142",16
"89143",27
"89144",29
"89145",27
"89146",9
"89147",25
"89148",18
"89149",12
"89150",34
"89151",28
"89152",11
"89153",25
"89154",34
"89155",27
"89156",29
"89157",24
"89158",17
"89159",11
"89160",34
"89161",30
"89162",30
"89163",33
"89164",52
"89165",29
"89166",22
"89167",28
"89168",15
"89169",16
"89170",18
"89171",21
"89172",31
"89173",5
"89174",21
"89175",22
"89176",17
"89177",23
"89178",35
"89179",20
"89180",19
"89181",19
"89182",18
"89183",10
"89184",23
"89185",42
"89186",34
"89187",24
"89188",50
"89189",18
"89190",41
"89191",25
"89192",31
"89193",20
"89194",45
"89195",11
"89196",16
"89197",9
"89198",31
"89199",19
"89200",45
"89201",29
"89202",40
"89203",24
"89204",8
"89205",56
"89206",16
"89207",26
"89208",34
"89209",21
"89210",32
"89211",28
"89212",15
"89213",29
"89214",18
"89215",47
"89216",19
"89217",40
"89218",24
"89219",21
"89220",26
"89221",19
"89222",32
"89223",16
"89224",36
"89225",40
"89226",16
"89227",22
"89228",35
"89229",15
"89230",22
"89231",16
"89232",16
"89233",14
"89234",19
"89235",40
"89236",23
"89237",29
"89238",21
"89239",39
"89240",24
"89241",27
"89242",23
"89243",31
"89244",23
"89245",32
"89246",29
"89247",28
"89248",17
"89249",17
"89250",38
"89251",15
"89252",33
"89253",22
"89254",15
"89255",36
"89256",29
"89257",18
"89258",20
"89259",13
"89260",9
"89261",24
"89262",7
"89263",24
"89264",28
"89265",18
"89266",26
"89267",25
"89268",40
"89269",15
"89270",13
"89271",20
"89272",21
"89273",26
"89274",24
"89275",18
"89276",12
"89277",18
"89278",27
"89279",26
"89280",27
"89281",14
"89282",12
"89283",22
"89284",25
"89285",11
"89286",33
"89287",24
"89288",29
"89289",25
"89290",16
"89291",43
"89292",20
"89293",27
"89294",26
"89295",26
"89296",26
"89297",15
"89298",11
"89299",29
"89300",31
"89301",11
"89302",11
"89303",29
"89304",19
"89305",15
"89306",20
"89307",12
"89308",16
"89309",20
"89310",7
"89311",18
"89312",27
"89313",39
"89314",25
"89315",36
"89316",24
"89317",12
"89318",14
"89319",18
"89320",36
"89321",21
"89322",3
"89323",12
"89324",35
"89325",31
"89326",10
"89327",36
"89328",31
"89329",31
"89330",22
"89331",23
"89332",8
"89333",13
"89334",17
"89335",29
"89336",35
"89337",29
"89338",18
"89339",10
"89340",18
"89341",12
"89342",34
"89343",48
"89344",43
"89345",14
"89346",21
"89347",21
"89348",17
"89349",58
"89350",12
"89351",27
"89352",33
"89353",26
"89354",18
"89355",20
"89356",33
"89357",24
"89358",26
"89359",42
"89360",17
"89361",15
"89362",30
"89363",43
"89364",25
"89365",14
"89366",26
"89367",16
"89368",14
"89369",19
"89370",23
"89371",29
"89372",27
"89373",26
"89374",26
"89375",31
"89376",35
"89377",18
"89378",27
"89379",24
"89380",21
"89381",33
"89382",24
"89383",9
"89384",30
"89385",15
"89386",8
"89387",32
"89388",23
"89389",34
"89390",18
"89391",16
"89392",14
"89393",8
"89394",22
"89395",34
"89396",7
"89397",31
"89398",26
"89399",35
"89400",20
"89401",39
"89402",32
"89403",21
"89404",38
"89405",35
"89406",12
"89407",33
"89408",24
"89409",22
"89410",14
"89411",31
"89412",26
"89413",9
"89414",11
"89415",14
"89416",38
"89417",34
"89418",21
"89419",42
"89420",16
"89421",14
"89422",27
"89423",39
"89424",15
"89425",14
"89426",30
"89427",14
"89428",21
"89429",38
"89430",20
"89431",26
"89432",25
"89433",59
"89434",18
"89435",22
"89436",14
"89437",27
"89438",28
"89439",19
"89440",20
"89441",31
"89442",23
"89443",31
"89444",19
"89445",8
"89446",18
"89447",7
"89448",31
"89449",42
"89450",10
"89451",19
"89452",10
"89453",29
"89454",14
"89455",21
"89456",21
"89457",16
"89458",29
"89459",26
"89460",19
"89461",34
"89462",21
"89463",23
"89464",45
"89465",8
"89466",21
"89467",28
"89468",23
"89469",22
"89470",44
"89471",16
"89472",30
"89473",23
"89474",12
"89475",57
"89476",30
"89477",25
"89478",39
"89479",28
"89480",23
"89481",34
"89482",32
"89483",18
"89484",21
"89485",38
"89486",30
"89487",12
"89488",18
"89489",28
"89490",54
"89491",14
"89492",18
"89493",9
"89494",34
"89495",50
"89496",30
"89497",35
"89498",21
"89499",20
"89500",25
"89501",22
"89502",40
"89503",34
"89504",34
"89505",20
"89506",8
"89507",15
"89508",21
"89509",25
"89510",10
"89511",36
"89512",6
"89513",26
"89514",17
"89515",21
"89516",18
"89517",33
"89518",31
"89519",18
"89520",36
"89521",26
"89522",19
"89523",24
"89524",23
"89525",21
"89526",33
"89527",16
"89528",19
"89529",40
"89530",26
"89531",29
"89532",23
"89533",36
"89534",21
"89535",23
"89536",26
"89537",27
"89538",16
"89539",31
"89540",33
"89541",13
"89542",15
"89543",53
"89544",20
"89545",25
"89546",21
"89547",15
"89548",18
"89549",21
"89550",17
"89551",12
"89552",53
"89553",32
"89554",15
"89555",19
"89556",12
"89557",29
"89558",18
"89559",17
"89560",25
"89561",37
"89562",49
"89563",27
"89564",23
"89565",19
"89566",32
"89567",23
"89568",11
"89569",24
"89570",7
"89571",15
"89572",13
"89573",16
"89574",16
"89575",26
"89576",11
"89577",26
"89578",26
"89579",17
"89580",41
"89581",15
"89582",13
"89583",13
"89584",34
"89585",35
"89586",36
"89587",53
"89588",8
"89589",43
"89590",33
"89591",41
"89592",10
"89593",23
"89594",21
"89595",14
"89596",11
"89597",18
"89598",17
"89599",33
"89600",19
"89601",29
"89602",68
"89603",25
"89604",27
"89605",45
"89606",71
"89607",28
"89608",36
"89609",34
"89610",27
"89611",12
"89612",36
"89613",26
"89614",20
"89615",19
"89616",22
"89617",7
"89618",29
"89619",20
"89620",12
"89621",15
"89622",13
"89623",19
"89624",24
"89625",10
"89626",30
"89627",33
"89628",43
"89629",46
"89630",39
"89631",32
"89632",39
"89633",14
"89634",33
"89635",34
"89636",6
"89637",45
"89638",14
"89639",23
"89640",28
"89641",19
"89642",34
"89643",31
"89644",29
"89645",41
"89646",24
"89647",13
"89648",25
"89649",17
"89650",61
"89651",12
"89652",11
"89653",25
"89654",25
"89655",30
"89656",20
"89657",21
"89658",25
"89659",32
"89660",24
"89661",41
"89662",31
"89663",16
"89664",17
"89665",33
"89666",21
"89667",35
"89668",14
"89669",22
"89670",30
"89671",32
"89672",19
"89673",19
"89674",29
"89675",47
"89676",25
"89677",32
"89678",37
"89679",26
"89680",25
"89681",15
"89682",34
"89683",42
"89684",31
"89685",20
"89686",8
"89687",51
"89688",14
"89689",26
"89690",37
"89691",34
"89692",28
"89693",22
"89694",16
"89695",27
"89696",16
"89697",7
"89698",35
"89699",40
"89700",35
"89701",23
"89702",39
"89703",33
"89704",26
"89705",47
"89706",17
"89707",22
"89708",28
"89709",27
"89710",10
"89711",24
"89712",26
"89713",11
"89714",23
"89715",2
"89716",13
"89717",26
"89718",24
"89719",23
"89720",15
"89721",19
"89722",29
"89723",14
"89724",24
"89725",21
"89726",14
"89727",28
"89728",45
"89729",18
"89730",19
"89731",28
"89732",44
"89733",13
"89734",27
"89735",28
"89736",48
"89737",27
"89738",9
"89739",30
"89740",11
"89741",22
"89742",16
"89743",34
"89744",18
"89745",12
"89746",18
"89747",12
"89748",25
"89749",10
"89750",36
"89751",24
"89752",20
"89753",27
"89754",19
"89755",18
"89756",58
"89757",16
"89758",29
"89759",25
"89760",13
"89761",16
"89762",13
"89763",28
"89764",15
"89765",18
"89766",19
"89767",11
"89768",46
"89769",24
"89770",40
"89771",22
"89772",45
"89773",9
"89774",15
"89775",24
"89776",38
"89777",8
"89778",12
"89779",36
"89780",24
"89781",23
"89782",31
"89783",28
"89784",20
"89785",13
"89786",11
"89787",14
"89788",16
"89789",15
"89790",19
"89791",13
"89792",20
"89793",34
"89794",42
"89795",32
"89796",17
"89797",12
"89798",6
"89799",17
"89800",16
"89801",26
"89802",25
"89803",14
"89804",16
"89805",22
"89806",35
"89807",32
"89808",11
"89809",17
"89810",30
"89811",55
"89812",25
"89813",28
"89814",62
"89815",27
"89816",14
"89817",17
"89818",25
"89819",20
"89820",9
"89821",19
"89822",24
"89823",19
"89824",25
"89825",17
"89826",20
"89827",24
"89828",35
"89829",44
"89830",28
"89831",22
"89832",20
"89833",26
"89834",38
"89835",14
"89836",36
"89837",27
"89838",19
"89839",29
"89840",43
"89841",11
"89842",18
"89843",16
"89844",38
"89845",37
"89846",19
"89847",35
"89848",14
"89849",41
"89850",25
"89851",13
"89852",12
"89853",11
"89854",13
"89855",9
"89856",18
"89857",35
"89858",37
"89859",8
"89860",27
"89861",31
"89862",21
"89863",22
"89864",32
"89865",22
"89866",39
"89867",40
"89868",23
"89869",19
"89870",13
"89871",46
"89872",48
"89873",40
"89874",21
"89875",43
"89876",15
"89877",27
"89878",17
"89879",23
"89880",19
"89881",12
"89882",19
"89883",8
"89884",21
"89885",20
"89886",21
"89887",13
"89888",40
"89889",24
"89890",38
"89891",28
"89892",34
"89893",30
"89894",19
"89895",22
"89896",27
"89897",16
"89898",28
"89899",34
"89900",29
"89901",13
"89902",18
"89903",38
"89904",23
"89905",26
"89906",16
"89907",27
"89908",18
"89909",56
"89910",32
"89911",15
"89912",29
"89913",22
"89914",29
"89915",26
"89916",14
"89917",15
"89918",8
"89919",17
"89920",40
"89921",20
"89922",26
"89923",23
"89924",22
"89925",31
"89926",10
"89927",30
"89928",36
"89929",34
"89930",21
"89931",31
"89932",37
"89933",16
"89934",33
"89935",28
"89936",14
"89937",42
"89938",22
"89939",11
"89940",9
"89941",31
"89942",27
"89943",12
"89944",15
"89945",14
"89946",31
"89947",27
"89948",36
"89949",31
"89950",46
"89951",18
"89952",31
"89953",9
"89954",42
"89955",15
"89956",29
"89957",38
"89958",65
"89959",21
"89960",12
"89961",34
"89962",13
"89963",21
"89964",13
"89965",19
"89966",17
"89967",41
"89968",21
"89969",19
"89970",30
"89971",35
"89972",15
"89973",25
"89974",6
"89975",9
"89976",21
"89977",21
"89978",20
"89979",20
"89980",28
"89981",32
"89982",36
"89983",15
"89984",22
"89985",37
"89986",14
"89987",19
"89988",9
"89989",31
"89990",28
"89991",27
"89992",47
"89993",37
"89994",24
"89995",26
"89996",17
"89997",20
"89998",49
"89999",10
"90000",34
"90001",2
"90002",12
"90003",44
"90004",14
"90005",25
"90006",16
"90007",18
"90008",59
"90009",58
"90010",8
"90011",24
"90012",36
"90013",16
"90014",37
"90015",20
"90016",34
"90017",20
"90018",35
"90019",47
"90020",28
"90021",16
"90022",35
"90023",18
"90024",32
"90025",39
"90026",13
"90027",31
"90028",20
"90029",37
"90030",40
"90031",25
"90032",15
"90033",27
"90034",11
"90035",39
"90036",24
"90037",34
"90038",19
"90039",45
"90040",5
"90041",18
"90042",11
"90043",20
"90044",6
"90045",20
"90046",22
"90047",18
"90048",25
"90049",40
"90050",10
"90051",20
"90052",19
"90053",8
"90054",31
"90055",3
"90056",29
"90057",15
"90058",28
"90059",30
"90060",27
"90061",11
"90062",21
"90063",29
"90064",38
"90065",16
"90066",13
"90067",17
"90068",36
"90069",23
"90070",16
"90071",35
"90072",15
"90073",23
"90074",23
"90075",29
"90076",26
"90077",21
"90078",23
"90079",50
"90080",22
"90081",16
"90082",22
"90083",17
"90084",12
"90085",22
"90086",19
"90087",49
"90088",21
"90089",21
"90090",17
"90091",10
"90092",59
"90093",17
"90094",21
"90095",8
"90096",28
"90097",20
"90098",29
"90099",13
"90100",15
"90101",17
"90102",20
"90103",17
"90104",23
"90105",19
"90106",15
"90107",21
"90108",33
"90109",13
"90110",30
"90111",37
"90112",15
"90113",32
"90114",10
"90115",22
"90116",14
"90117",14
"90118",33
"90119",24
"90120",9
"90121",25
"90122",27
"90123",21
"90124",14
"90125",17
"90126",39
"90127",21
"90128",32
"90129",31
"90130",14
"90131",14
"90132",26
"90133",25
"90134",18
"90135",15
"90136",15
"90137",26
"90138",38
"90139",17
"90140",13
"90141",22
"90142",31
"90143",25
"90144",12
"90145",36
"90146",29
"90147",21
"90148",16
"90149",33
"90150",12
"90151",7
"90152",34
"90153",32
"90154",31
"90155",9
"90156",40
"90157",33
"90158",21
"90159",10
"90160",38
"90161",28
"90162",24
"90163",31
"90164",16
"90165",13
"90166",10
"90167",28
"90168",49
"90169",2
"90170",18
"90171",44
"90172",29
"90173",11
"90174",38
"90175",12
"90176",27
"90177",19
"90178",24
"90179",26
"90180",12
"90181",24
"90182",40
"90183",20
"90184",18
"90185",57
"90186",42
"90187",45
"90188",8
"90189",28
"90190",26
"90191",14
"90192",14
"90193",13
"90194",36
"90195",77
"90196",41
"90197",33
"90198",15
"90199",25
"90200",26
"90201",10
"90202",9
"90203",27
"90204",14
"90205",38
"90206",13
"90207",36
"90208",11
"90209",23
"90210",42
"90211",28
"90212",14
"90213",29
"90214",19
"90215",29
"90216",19
"90217",25
"90218",34
"90219",34
"90220",64
"90221",10
"90222",27
"90223",19
"90224",29
"90225",35
"90226",22
"90227",22
"90228",12
"90229",16
"90230",19
"90231",19
"90232",29
"90233",13
"90234",35
"90235",17
"90236",31
"90237",34
"90238",19
"90239",10
"90240",18
"90241",28
"90242",14
"90243",27
"90244",13
"90245",25
"90246",25
"90247",36
"90248",22
"90249",36
"90250",24
"90251",25
"90252",32
"90253",30
"90254",12
"90255",29
"90256",27
"90257",3
"90258",32
"90259",24
"90260",14
"90261",18
"90262",28
"90263",16
"90264",24
"90265",36
"90266",43
"90267",44
"90268",19
"90269",32
"90270",23
"90271",26
"90272",27
"90273",11
"90274",18
"90275",18
"90276",11
"90277",23
"90278",29
"90279",20
"90280",26
"90281",33
"90282",31
"90283",43
"90284",34
"90285",21
"90286",12
"90287",35
"90288",30
"90289",30
"90290",22
"90291",38
"90292",29
"90293",25
"90294",45
"90295",50
"90296",41
"90297",22
"90298",43
"90299",21
"90300",30
"90301",15
"90302",24
"90303",22
"90304",22
"90305",30
"90306",15
"90307",23
"90308",8
"90309",36
"90310",9
"90311",39
"90312",26
"90313",24
"90314",30
"90315",16
"90316",36
"90317",21
"90318",32
"90319",41
"90320",39
"90321",34
"90322",35
"90323",27
"90324",27
"90325",43
"90326",18
"90327",19
"90328",10
"90329",8
"90330",24
"90331",14
"90332",15
"90333",9
"90334",17
"90335",28
"90336",17
"90337",18
"90338",14
"90339",14
"90340",20
"90341",48
"90342",29
"90343",24
"90344",16
"90345",28
"90346",38
"90347",27
"90348",12
"90349",36
"90350",21
"90351",14
"90352",69
"90353",19
"90354",23
"90355",20
"90356",25
"90357",8
"90358",12
"90359",17
"90360",17
"90361",31
"90362",34
"90363",27
"90364",30
"90365",15
"90366",40
"90367",31
"90368",9
"90369",18
"90370",45
"90371",31
"90372",10
"90373",23
"90374",31
"90375",18
"90376",19
"90377",50
"90378",17
"90379",24
"90380",13
"90381",20
"90382",9
"90383",20
"90384",61
"90385",27
"90386",20
"90387",24
"90388",15
"90389",27
"90390",40
"90391",21
"90392",19
"90393",18
"90394",20
"90395",25
"90396",15
"90397",19
"90398",33
"90399",18
"90400",28
"90401",14
"90402",24
"90403",8
"90404",20
"90405",45
"90406",25
"90407",11
"90408",37
"90409",29
"90410",27
"90411",11
"90412",17
"90413",22
"90414",22
"90415",18
"90416",9
"90417",27
"90418",28
"90419",24
"90420",20
"90421",41
"90422",46
"90423",33
"90424",16
"90425",38
"90426",14
"90427",22
"90428",27
"90429",21
"90430",24
"90431",31
"90432",39
"90433",26
"90434",42
"90435",24
"90436",30
"90437",33
"90438",26
"90439",35
"90440",26
"90441",37
"90442",18
"90443",16
"90444",24
"90445",8
"90446",24
"90447",14
"90448",7
"90449",45
"90450",33
"90451",33
"90452",26
"90453",16
"90454",13
"90455",35
"90456",17
"90457",22
"90458",33
"90459",14
"90460",48
"90461",22
"90462",45
"90463",37
"90464",17
"90465",34
"90466",9
"90467",22
"90468",35
"90469",23
"90470",30
"90471",21
"90472",13
"90473",19
"90474",30
"90475",43
"90476",16
"90477",23
"90478",13
"90479",18
"90480",17
"90481",23
"90482",39
"90483",22
"90484",19
"90485",47
"90486",20
"90487",27
"90488",26
"90489",16
"90490",21
"90491",19
"90492",28
"90493",24
"90494",32
"90495",29
"90496",13
"90497",28
"90498",31
"90499",60
"90500",33
"90501",26
"90502",15
"90503",14
"90504",21
"90505",33
"90506",14
"90507",27
"90508",12
"90509",27
"90510",18
"90511",18
"90512",20
"90513",20
"90514",38
"90515",44
"90516",15
"90517",28
"90518",28
"90519",34
"90520",23
"90521",37
"90522",24
"90523",48
"90524",25
"90525",14
"90526",13
"90527",49
"90528",35
"90529",29
"90530",34
"90531",18
"90532",45
"90533",26
"90534",48
"90535",20
"90536",45
"90537",18
"90538",31
"90539",20
"90540",20
"90541",12
"90542",35
"90543",47
"90544",50
"90545",35
"90546",24
"90547",22
"90548",26
"90549",20
"90550",15
"90551",30
"90552",14
"90553",17
"90554",13
"90555",24
"90556",26
"90557",15
"90558",9
"90559",28
"90560",15
"90561",17
"90562",28
"90563",36
"90564",17
"90565",36
"90566",33
"90567",29
"90568",48
"90569",19
"90570",25
"90571",37
"90572",18
"90573",36
"90574",25
"90575",12
"90576",19
"90577",27
"90578",30
"90579",12
"90580",16
"90581",31
"90582",13
"90583",19
"90584",39
"90585",34
"90586",26
"90587",24
"90588",23
"90589",6
"90590",15
"90591",25
"90592",20
"90593",28
"90594",17
"90595",9
"90596",15
"90597",13
"90598",35
"90599",25
"90600",21
"90601",20
"90602",11
"90603",63
"90604",25
"90605",22
"90606",29
"90607",41
"90608",23
"90609",27
"90610",39
"90611",35
"90612",34
"90613",25
"90614",18
"90615",30
"90616",7
"90617",57
"90618",19
"90619",28
"90620",42
"90621",43
"90622",12
"90623",15
"90624",24
"90625",20
"90626",16
"90627",26
"90628",14
"90629",13
"90630",22
"90631",11
"90632",39
"90633",15
"90634",21
"90635",13
"90636",10
"90637",35
"90638",23
"90639",19
"90640",27
"90641",19
"90642",12
"90643",13
"90644",20
"90645",37
"90646",32
"90647",22
"90648",21
"90649",35
"90650",20
"90651",15
"90652",27
"90653",42
"90654",20
"90655",36
"90656",39
"90657",39
"90658",29
"90659",5
"90660",37
"90661",14
"90662",16
"90663",7
"90664",18
"90665",30
"90666",42
"90667",19
"90668",12
"90669",11
"90670",23
"90671",16
"90672",35
"90673",28
"90674",27
"90675",32
"90676",45
"90677",57
"90678",23
"90679",19
"90680",48
"90681",19
"90682",44
"90683",35
"90684",60
"90685",19
"90686",30
"90687",19
"90688",49
"90689",41
"90690",17
"90691",12
"90692",32
"90693",38
"90694",22
"90695",23
"90696",26
"90697",21
"90698",14
"90699",54
"90700",30
"90701",22
"90702",18
"90703",22
"90704",3
"90705",21
"90706",19
"90707",11
"90708",35
"90709",37
"90710",31
"90711",7
"90712",18
"90713",43
"90714",10
"90715",17
"90716",35
"90717",34
"90718",23
"90719",13
"90720",23
"90721",28
"90722",36
"90723",8
"90724",45
"90725",12
"90726",35
"90727",39
"90728",26
"90729",31
"90730",22
"90731",30
"90732",24
"90733",26
"90734",29
"90735",38
"90736",24
"90737",5
"90738",43
"90739",17
"90740",23
"90741",24
"90742",20
"90743",14
"90744",25
"90745",29
"90746",19
"90747",44
"90748",37
"90749",8
"90750",27
"90751",12
"90752",20
"90753",48
"90754",15
"90755",30
"90756",29
"90757",10
"90758",21
"90759",31
"90760",16
"90761",55
"90762",17
"90763",34
"90764",35
"90765",17
"90766",38
"90767",20
"90768",39
"90769",16
"90770",25
"90771",18
"90772",11
"90773",20
"90774",36
"90775",29
"90776",23
"90777",10
"90778",23
"90779",36
"90780",31
"90781",16
"90782",21
"90783",9
"90784",23
"90785",23
"90786",14
"90787",25
"90788",21
"90789",30
"90790",30
"90791",40
"90792",15
"90793",32
"90794",20
"90795",33
"90796",21
"90797",5
"90798",39
"90799",17
"90800",21
"90801",16
"90802",24
"90803",30
"90804",29
"90805",25
"90806",22
"90807",19
"90808",51
"90809",26
"90810",19
"90811",12
"90812",23
"90813",25
"90814",21
"90815",37
"90816",26
"90817",26
"90818",49
"90819",34
"90820",37
"90821",40
"90822",20
"90823",43
"90824",34
"90825",21
"90826",32
"90827",25
"90828",26
"90829",7
"90830",25
"90831",13
"90832",33
"90833",16
"90834",33
"90835",29
"90836",15
"90837",16
"90838",19
"90839",21
"90840",29
"90841",19
"90842",41
"90843",25
"90844",21
"90845",25
"90846",23
"90847",17
"90848",21
"90849",18
"90850",29
"90851",30
"90852",36
"90853",44
"90854",24
"90855",34
"90856",26
"90857",29
"90858",16
"90859",19
"90860",50
"90861",22
"90862",31
"90863",35
"90864",18
"90865",23
"90866",18
"90867",28
"90868",27
"90869",21
"90870",24
"90871",20
"90872",32
"90873",41
"90874",22
"90875",21
"90876",23
"90877",16
"90878",17
"90879",8
"90880",33
"90881",20
"90882",27
"90883",15
"90884",50
"90885",11
"90886",45
"90887",30
"90888",24
"90889",20
"90890",14
"90891",20
"90892",28
"90893",31
"90894",22
"90895",37
"90896",26
"90897",35
"90898",15
"90899",28
"90900",23
"90901",25
"90902",15
"90903",12
"90904",29
"90905",38
"90906",14
"90907",31
"90908",32
"90909",24
"90910",28
"90911",25
"90912",17
"90913",43
"90914",47
"90915",34
"90916",39
"90917",25
"90918",32
"90919",41
"90920",25
"90921",15
"90922",14
"90923",13
"90924",34
"90925",12
"90926",38
"90927",12
"90928",24
"90929",20
"90930",21
"90931",27
"90932",25
"90933",5
"90934",11
"90935",16
"90936",24
"90937",8
"90938",20
"90939",34
"90940",12
"90941",44
"90942",33
"90943",32
"90944",23
"90945",20
"90946",23
"90947",37
"90948",32
"90949",29
"90950",32
"90951",23
"90952",19
"90953",25
"90954",30
"90955",28
"90956",24
"90957",10
"90958",16
"90959",14
"90960",27
"90961",7
"90962",19
"90963",41
"90964",35
"90965",37
"90966",26
"90967",17
"90968",48
"90969",49
"90970",27
"90971",36
"90972",36
"90973",17
"90974",18
"90975",36
