"","x"
"12634",17
"12635",40
"12636",27
"12637",44
"12638",56
"12639",18
"12640",21
"12641",32
"12642",20
"12643",17
"12644",22
"12645",20
"12646",27
"12647",41
"12648",20
"12649",26
"12650",13
"12651",17
"12652",27
"12653",25
"12654",46
"12655",22
"12656",45
"12657",48
"12658",5
"12659",21
"12660",28
"12661",38
"12662",22
"12663",40
"12664",36
"12665",25
"12666",35
"12667",37
"12668",44
"12669",25
"12670",26
"12671",34
"12672",10
"12673",16
"12674",28
"12675",33
"12676",29
"12677",23
"12678",33
"12679",22
"12680",28
"12681",12
"12682",20
"12683",13
"12684",53
"12685",20
"12686",13
"12687",27
"12688",21
"12689",19
"12690",15
"12691",32
"12692",21
"12693",45
"12694",22
"12695",31
"12696",29
"12697",19
"12698",27
"12699",9
"12700",18
"12701",12
"12702",19
"12703",27
"12704",35
"12705",33
"12706",39
"12707",30
"12708",23
"12709",33
"12710",13
"12711",8
"12712",27
"12713",19
"12714",12
"12715",18
"12716",22
"12717",6
"12718",60
"12719",30
"12720",21
"12721",17
"12722",27
"12723",38
"12724",34
"12725",30
"12726",8
"12727",17
"12728",17
"12729",38
"12730",16
"12731",20
"12732",13
"12733",46
"12734",18
"12735",69
"12736",34
"12737",56
"12738",14
"12739",32
"12740",17
"12741",15
"12742",15
"12743",26
"12744",28
"12745",28
"12746",12
"12747",30
"12748",21
"12749",21
"12750",21
"12751",33
"12752",17
"12753",7
"12754",22
"12755",17
"12756",14
"12757",14
"12758",16
"12759",27
"12760",19
"12761",21
"12762",7
"12763",31
"12764",11
"12765",34
"12766",54
"12767",18
"12768",30
"12769",20
"12770",31
"12771",38
"12772",39
"12773",30
"12774",34
"12775",24
"12776",24
"12777",23
"12778",18
"12779",33
"12780",37
"12781",22
"12782",32
"12783",16
"12784",41
"12785",24
"12786",28
"12787",18
"12788",23
"12789",32
"12790",33
"12791",21
"12792",27
"12793",27
"12794",24
"12795",33
"12796",19
"12797",18
"12798",21
"12799",34
"12800",40
"12801",37
"12802",9
"12803",9
"12804",9
"12805",25
"12806",36
"12807",24
"12808",15
"12809",24
"12810",13
"12811",24
"12812",22
"12813",17
"12814",59
"12815",35
"12816",12
"12817",27
"12818",36
"12819",32
"12820",17
"12821",29
"12822",28
"12823",19
"12824",30
"12825",28
"12826",10
"12827",14
"12828",18
"12829",35
"12830",25
"12831",17
"12832",17
"12833",20
"12834",35
"12835",26
"12836",33
"12837",32
"12838",17
"12839",13
"12840",20
"12841",9
"12842",19
"12843",11
"12844",9
"12845",59
"12846",13
"12847",24
"12848",26
"12849",17
"12850",20
"12851",19
"12852",15
"12853",11
"12854",33
"12855",9
"12856",23
"12857",29
"12858",27
"12859",18
"12860",13
"12861",27
"12862",29
"12863",23
"12864",33
"12865",17
"12866",19
"12867",20
"12868",19
"12869",32
"12870",21
"12871",13
"12872",46
"12873",17
"12874",26
"12875",8
"12876",37
"12877",26
"12878",18
"12879",12
"12880",17
"12881",19
"12882",48
"12883",24
"12884",19
"12885",22
"12886",37
"12887",7
"12888",25
"12889",37
"12890",39
"12891",10
"12892",43
"12893",6
"12894",15
"12895",31
"12896",24
"12897",11
"12898",32
"12899",26
"12900",33
"12901",44
"12902",14
"12903",39
"12904",20
"12905",38
"12906",14
"12907",49
"12908",20
"12909",22
"12910",21
"12911",39
"12912",17
"12913",27
"12914",11
"12915",16
"12916",29
"12917",44
"12918",31
"12919",18
"12920",23
"12921",57
"12922",51
"12923",20
"12924",24
"12925",19
"12926",16
"12927",12
"12928",27
"12929",21
"12930",18
"12931",20
"12932",20
"12933",20
"12934",41
"12935",29
"12936",44
"12937",15
"12938",31
"12939",19
"12940",25
"12941",26
"12942",17
"12943",23
"12944",10
"12945",19
"12946",19
"12947",20
"12948",28
"12949",24
"12950",24
"12951",27
"12952",40
"12953",48
"12954",30
"12955",13
"12956",23
"12957",34
"12958",59
"12959",12
"12960",35
"12961",37
"12962",20
"12963",31
"12964",33
"12965",24
"12966",13
"12967",26
"12968",26
"12969",35
"12970",16
"12971",20
"12972",42
"12973",29
"12974",26
"12975",13
"12976",36
"12977",38
"12978",9
"12979",11
"12980",18
"12981",19
"12982",16
"12983",2
"12984",28
"12985",23
"12986",33
"12987",20
"12988",23
"12989",21
"12990",35
"12991",30
"12992",49
"12993",10
"12994",29
"12995",24
"12996",20
"12997",20
"12998",26
"12999",30
"13000",26
"13001",33
"13002",25
"13003",29
"13004",31
"13005",22
"13006",29
"13007",26
"13008",33
"13009",24
"13010",26
"13011",25
"13012",22
"13013",16
"13014",22
"13015",28
"13016",22
"13017",45
"13018",22
"13019",19
"13020",14
"13021",22
"13022",27
"13023",26
"13024",29
"13025",23
"13026",14
"13027",10
"13028",27
"13029",12
"13030",24
"13031",19
"13032",30
"13033",15
"13034",45
"13035",21
"13036",35
"13037",33
"13038",18
"13039",22
"13040",7
"13041",30
"13042",23
"13043",32
"13044",19
"13045",33
"13046",29
"13047",17
"13048",46
"13049",33
"13050",35
"13051",31
"13052",25
"13053",12
"13054",22
"13055",28
"13056",33
"13057",37
"13058",20
"13059",29
"13060",15
"13061",32
"13062",29
"13063",19
"13064",30
"13065",20
"13066",15
"13067",29
"13068",29
"13069",22
"13070",14
"13071",35
"13072",29
"13073",22
"13074",19
"13075",36
"13076",27
"13077",14
"13078",39
"13079",19
"13080",13
"13081",16
"13082",24
"13083",42
"13084",13
"13085",25
"13086",11
"13087",16
"13088",31
"13089",21
"13090",7
"13091",18
"13092",55
"13093",58
"13094",54
"13095",14
"13096",18
"13097",24
"13098",13
"13099",9
"13100",28
"13101",44
"13102",32
"13103",17
"13104",7
"13105",20
"13106",44
"13107",28
"13108",25
"13109",15
"13110",14
"13111",31
"13112",43
"13113",27
"13114",31
"13115",43
"13116",29
"13117",8
"13118",26
"13119",50
"13120",30
"13121",17
"13122",37
"13123",22
"13124",22
"13125",21
"13126",8
"13127",24
"13128",24
"13129",16
"13130",15
"13131",24
"13132",18
"13133",13
"13134",19
"13135",24
"13136",46
"13137",36
"13138",19
"13139",36
"13140",21
"13141",41
"13142",27
"13143",18
"13144",8
"13145",24
"13146",13
"13147",26
"13148",16
"13149",21
"13150",15
"13151",34
"13152",20
"13153",26
"13154",28
"13155",19
"13156",13
"13157",20
"13158",9
"13159",39
"13160",24
"13161",18
"13162",18
"13163",22
"13164",25
"13165",16
"13166",19
"13167",19
"13168",32
"13169",38
"13170",37
"13171",34
"13172",29
"13173",31
"13174",18
"13175",17
"13176",45
"13177",58
"13178",13
"13179",13
"13180",9
"13181",20
"13182",43
"13183",31
"13184",15
"13185",35
"13186",21
"13187",40
"13188",19
"13189",17
"13190",13
"13191",18
"13192",20
"13193",13
"13194",28
"13195",15
"13196",22
"13197",20
"13198",8
"13199",28
"13200",48
"13201",27
"13202",17
"13203",18
"13204",17
"13205",21
"13206",29
"13207",31
"13208",30
"13209",41
"13210",34
"13211",13
"13212",10
"13213",30
"13214",17
"13215",26
"13216",29
"13217",17
"13218",17
"13219",16
"13220",26
"13221",30
"13222",50
"13223",15
"13224",21
"13225",11
"13226",19
"13227",28
"13228",14
"13229",29
"13230",35
"13231",61
"13232",31
"13233",55
"13234",17
"13235",18
"13236",30
"13237",13
"13238",30
"13239",32
"13240",42
"13241",16
"13242",31
"13243",17
"13244",20
"13245",14
"13246",9
"13247",30
"13248",7
"13249",30
"13250",34
"13251",40
"13252",29
"13253",29
"13254",25
"13255",16
"13256",18
"13257",17
"13258",24
"13259",42
"13260",13
"13261",23
"13262",50
"13263",16
"13264",61
"13265",3
"13266",29
"13267",18
"13268",36
"13269",11
"13270",20
"13271",35
"13272",24
"13273",13
"13274",20
"13275",19
"13276",33
"13277",22
"13278",21
"13279",23
"13280",11
"13281",21
"13282",18
"13283",40
"13284",15
"13285",37
"13286",24
"13287",18
"13288",36
"13289",24
"13290",12
"13291",27
"13292",23
"13293",51
"13294",15
"13295",31
"13296",31
"13297",15
"13298",17
"13299",39
"13300",15
"13301",15
"13302",7
"13303",20
"13304",24
"13305",65
"13306",17
"13307",21
"13308",13
"13309",41
"13310",41
"13311",14
"13312",39
"13313",18
"13314",35
"13315",18
"13316",24
"13317",17
"13318",26
"13319",17
"13320",33
"13321",6
"13322",33
"13323",9
"13324",12
"13325",35
"13326",20
"13327",19
"13328",7
"13329",48
"13330",18
"13331",36
"13332",27
"13333",28
"13334",33
"13335",26
"13336",39
"13337",9
"13338",16
"13339",25
"13340",16
"13341",31
"13342",38
"13343",46
"13344",28
"13345",14
"13346",36
"13347",36
"13348",23
"13349",45
"13350",41
"13351",20
"13352",49
"13353",22
"13354",7
"13355",42
"13356",7
"13357",23
"13358",41
"13359",30
"13360",34
"13361",48
"13362",14
"13363",20
"13364",12
"13365",16
"13366",8
"13367",39
"13368",24
"13369",10
"13370",19
"13371",24
"13372",14
"13373",20
"13374",20
"13375",42
"13376",30
"13377",29
"13378",18
"13379",25
"13380",43
"13381",22
"13382",27
"13383",28
"13384",13
"13385",23
"13386",11
"13387",31
"13388",24
"13389",24
"13390",34
"13391",11
"13392",10
"13393",15
"13394",40
"13395",47
"13396",19
"13397",20
"13398",14
"13399",21
"13400",42
"13401",41
"13402",13
"13403",30
"13404",18
"13405",17
"13406",13
"13407",21
"13408",31
"13409",6
"13410",16
"13411",23
"13412",20
"13413",39
"13414",20
"13415",28
"13416",37
"13417",11
"13418",22
"13419",14
"13420",12
"13421",13
"13422",17
"13423",32
"13424",49
"13425",31
"13426",36
"13427",19
"13428",10
"13429",7
"13430",9
"13431",24
"13432",27
"13433",31
"13434",33
"13435",11
"13436",30
"13437",51
"13438",11
"13439",8
"13440",9
"13441",46
"13442",23
"13443",26
"13444",20
"13445",10
"13446",45
"13447",30
"13448",22
"13449",17
"13450",15
"13451",44
"13452",35
"13453",19
"13454",29
"13455",23
"13456",17
"13457",19
"13458",20
"13459",24
"13460",34
"13461",30
"13462",36
"13463",20
"13464",27
"13465",12
"13466",14
"13467",32
"13468",38
"13469",25
"13470",16
"13471",30
"13472",12
"13473",37
"13474",30
"13475",45
"13476",16
"13477",14
"13478",14
"13479",41
"13480",40
"13481",38
"13482",21
"13483",19
"13484",23
"13485",6
"13486",10
"13487",14
"13488",47
"13489",18
"13490",28
"13491",12
"13492",13
"13493",23
"13494",28
"13495",26
"13496",26
"13497",44
"13498",12
"13499",34
"13500",36
"13501",31
"13502",15
"13503",23
"13504",30
"13505",34
"13506",18
"13507",65
"13508",36
"13509",29
"13510",37
"13511",3
"13512",8
"13513",30
"13514",34
"13515",21
"13516",45
"13517",17
"13518",16
"13519",38
"13520",21
"13521",34
"13522",14
"13523",30
"13524",22
"13525",33
"13526",13
"13527",40
"13528",5
"13529",15
"13530",16
"13531",18
"13532",32
"13533",12
"13534",22
"13535",27
"13536",43
"13537",29
"13538",35
"13539",44
"13540",45
"13541",19
"13542",23
"13543",12
"13544",18
"13545",8
"13546",22
"13547",15
"13548",25
"13549",18
"13550",40
"13551",37
"13552",23
"13553",54
"13554",4
"13555",36
"13556",37
"13557",13
"13558",19
"13559",42
"13560",19
"13561",25
"13562",11
"13563",19
"13564",21
"13565",21
"13566",19
"13567",27
"13568",18
"13569",17
"13570",39
"13571",36
"13572",36
"13573",15
"13574",30
"13575",13
"13576",18
"13577",16
"13578",21
"13579",6
"13580",12
"13581",27
"13582",29
"13583",19
"13584",21
"13585",25
"13586",17
"13587",22
"13588",26
"13589",22
"13590",30
"13591",12
"13592",32
"13593",39
"13594",11
"13595",25
"13596",11
"13597",20
"13598",32
"13599",35
"13600",27
"13601",28
"13602",21
"13603",29
"13604",10
"13605",11
"13606",36
"13607",22
"13608",25
"13609",30
"13610",49
"13611",14
"13612",28
"13613",68
"13614",20
"13615",20
"13616",31
"13617",5
"13618",38
"13619",16
"13620",22
"13621",15
"13622",13
"13623",29
"13624",14
"13625",11
"13626",46
"13627",21
"13628",17
"13629",25
"13630",32
"13631",37
"13632",9
"13633",44
"13634",26
"13635",11
"13636",19
"13637",18
"13638",13
"13639",10
"13640",48
"13641",34
"13642",32
"13643",36
"13644",15
"13645",24
"13646",42
"13647",37
"13648",31
"13649",43
"13650",20
"13651",12
"13652",5
"13653",28
"13654",35
"13655",13
"13656",62
"13657",29
"13658",14
"13659",13
"13660",16
"13661",28
"13662",44
"13663",24
"13664",23
"13665",15
"13666",16
"13667",17
"13668",21
"13669",29
"13670",14
"13671",7
"13672",21
"13673",12
"13674",16
"13675",35
"13676",21
"13677",16
"13678",33
"13679",24
"13680",33
"13681",31
"13682",29
"13683",25
"13684",29
"13685",24
"13686",47
"13687",20
"13688",25
"13689",21
"13690",15
"13691",32
"13692",23
"13693",13
"13694",8
"13695",30
"13696",20
"13697",44
"13698",4
"13699",17
"13700",20
"13701",19
"13702",17
"13703",21
"13704",19
"13705",19
"13706",23
"13707",37
"13708",12
"13709",19
"13710",7
"13711",24
"13712",19
"13713",20
"13714",38
"13715",15
"13716",24
"13717",40
"13718",13
"13719",11
"13720",43
"13721",10
"13722",11
"13723",22
"13724",28
"13725",21
"13726",25
"13727",18
"13728",22
"13729",18
"13730",20
"13731",40
"13732",24
"13733",22
"13734",61
"13735",11
"13736",21
"13737",23
"13738",34
"13739",6
"13740",17
"13741",26
"13742",35
"13743",41
"13744",21
"13745",32
"13746",12
"13747",26
"13748",50
"13749",28
"13750",36
"13751",25
"13752",26
"13753",13
"13754",13
"13755",38
"13756",19
"13757",32
"13758",9
"13759",16
"13760",29
"13761",28
"13762",17
"13763",18
"13764",28
"13765",26
"13766",28
"13767",21
"13768",37
"13769",25
"13770",17
"13771",22
"13772",32
"13773",49
"13774",25
"13775",18
"13776",22
"13777",15
"13778",32
"13779",32
"13780",13
"13781",18
"13782",20
"13783",13
"13784",39
"13785",20
"13786",16
"13787",19
"13788",27
"13789",40
"13790",30
"13791",41
"13792",18
"13793",25
"13794",12
"13795",28
"13796",18
"13797",19
"13798",27
"13799",14
"13800",40
"13801",9
"13802",20
"13803",25
"13804",16
"13805",32
"13806",12
"13807",31
"13808",35
"13809",26
"13810",31
"13811",39
"13812",27
"13813",14
"13814",63
"13815",25
"13816",20
"13817",15
"13818",24
"13819",32
"13820",34
"13821",30
"13822",13
"13823",51
"13824",22
"13825",22
"13826",22
"13827",17
"13828",30
"13829",18
"13830",14
"13831",18
"13832",85
"13833",11
"13834",45
"13835",28
"13836",8
"13837",32
"13838",22
"13839",27
"13840",8
"13841",9
"13842",17
"13843",28
"13844",21
"13845",19
"13846",18
"13847",33
"13848",58
"13849",41
"13850",19
"13851",23
"13852",32
"13853",37
"13854",34
"13855",15
"13856",30
"13857",40
"13858",12
"13859",16
"13860",20
"13861",31
"13862",36
"13863",29
"13864",40
"13865",19
"13866",28
"13867",46
"13868",24
"13869",19
"13870",28
"13871",21
"13872",25
"13873",22
"13874",15
"13875",12
"13876",31
"13877",17
"13878",23
"13879",4
"13880",31
"13881",6
"13882",33
"13883",25
"13884",26
"13885",31
"13886",45
"13887",16
"13888",14
"13889",17
"13890",16
"13891",35
"13892",19
"13893",16
"13894",16
"13895",10
"13896",36
"13897",6
"13898",17
"13899",18
"13900",24
"13901",15
"13902",15
"13903",16
"13904",49
"13905",37
"13906",15
"13907",26
"13908",26
"13909",17
"13910",14
"13911",31
"13912",44
"13913",29
"13914",11
"13915",25
"13916",42
"13917",56
"13918",11
"13919",39
"13920",16
"13921",21
"13922",39
"13923",18
"13924",19
"13925",7
"13926",31
"13927",23
"13928",49
"13929",17
"13930",16
"13931",35
"13932",28
"13933",7
"13934",21
"13935",22
"13936",15
"13937",15
"13938",19
"13939",19
"13940",19
"13941",14
"13942",27
"13943",30
"13944",11
"13945",19
"13946",23
"13947",22
"13948",18
"13949",18
"13950",19
"13951",25
"13952",29
"13953",47
"13954",17
"13955",30
"13956",45
"13957",20
"13958",23
"13959",21
"13960",34
"13961",20
"13962",16
"13963",28
"13964",41
"13965",24
"13966",30
"13967",25
"13968",41
"13969",16
"13970",26
"13971",21
"13972",36
"13973",52
"13974",9
"13975",43
"13976",5
"13977",30
"13978",21
"13979",29
"13980",29
"13981",6
"13982",25
"13983",11
"13984",28
"13985",16
"13986",13
"13987",31
"13988",37
"13989",44
"13990",15
"13991",14
"13992",19
"13993",23
"13994",10
"13995",28
"13996",22
"13997",41
"13998",45
"13999",25
"14000",15
"14001",17
"14002",22
"14003",24
"14004",23
"14005",29
"14006",12
"14007",46
"14008",34
"14009",49
"14010",16
"14011",35
"14012",23
"14013",37
"14014",39
"14015",31
"14016",14
"14017",21
"14018",49
"14019",18
"14020",23
"14021",15
"14022",31
"14023",26
"14024",26
"14025",16
"14026",23
"14027",42
"14028",7
"14029",42
"14030",28
"14031",12
"14032",34
"14033",11
"14034",31
"14035",50
"14036",22
"14037",16
"14038",12
"14039",37
"14040",14
"14041",24
"14042",23
"14043",25
"14044",34
"14045",27
"14046",27
"14047",24
"14048",13
"14049",23
"14050",45
"14051",31
"14052",29
"14053",35
"14054",31
"14055",15
"14056",19
"14057",14
"14058",33
"14059",21
"14060",17
"14061",41
"14062",8
"14063",10
"14064",22
"14065",24
"14066",21
"14067",34
"14068",18
"14069",19
"14070",19
"14071",26
"14072",33
"14073",21
"14074",32
"14075",17
"14076",18
"14077",43
"14078",29
"14079",12
"14080",7
"14081",17
"14082",54
"14083",22
"14084",27
"14085",22
"14086",11
"14087",24
"14088",25
"14089",17
"14090",45
"14091",24
"14092",11
"14093",23
"14094",43
"14095",8
"14096",34
"14097",29
"14098",15
"14099",20
"14100",22
"14101",27
"14102",12
"14103",9
"14104",49
"14105",15
"14106",42
"14107",25
"14108",22
"14109",16
"14110",23
"14111",31
"14112",10
"14113",23
"14114",22
"14115",25
"14116",29
"14117",25
"14118",42
"14119",12
"14120",41
"14121",34
"14122",25
"14123",42
"14124",25
"14125",33
"14126",22
"14127",55
"14128",25
"14129",21
"14130",18
"14131",28
"14132",19
"14133",33
"14134",17
"14135",31
"14136",23
"14137",38
"14138",15
"14139",33
"14140",17
"14141",31
"14142",25
"14143",26
"14144",27
"14145",13
"14146",8
"14147",23
"14148",18
"14149",28
"14150",24
"14151",34
"14152",5
"14153",36
"14154",29
"14155",25
"14156",31
"14157",9
"14158",30
"14159",36
"14160",32
"14161",29
"14162",39
"14163",31
"14164",13
"14165",27
"14166",21
"14167",19
"14168",29
"14169",18
"14170",24
"14171",7
"14172",13
"14173",12
"14174",39
"14175",25
"14176",7
"14177",29
"14178",21
"14179",38
"14180",30
"14181",19
"14182",27
"14183",7
"14184",12
"14185",17
"14186",29
"14187",14
"14188",31
"14189",22
"14190",12
"14191",30
"14192",34
"14193",19
"14194",34
"14195",24
"14196",39
"14197",25
"14198",17
"14199",18
"14200",39
"14201",59
"14202",16
"14203",20
"14204",17
"14205",23
"14206",28
"14207",35
"14208",31
"14209",33
"14210",11
"14211",43
"14212",24
"14213",36
"14214",32
"14215",44
"14216",15
"14217",31
"14218",44
"14219",16
"14220",44
"14221",35
"14222",17
"14223",21
"14224",39
"14225",20
"14226",7
"14227",54
"14228",26
"14229",28
"14230",9
"14231",24
"14232",31
"14233",22
"14234",34
"14235",17
"14236",25
"14237",31
"14238",17
"14239",25
"14240",64
"14241",35
"14242",15
"14243",8
"14244",27
"14245",46
"14246",30
"14247",32
"14248",36
"14249",25
"14250",17
"14251",10
"14252",25
"14253",23
"14254",46
"14255",34
"14256",38
"14257",13
"14258",19
"14259",52
"14260",31
"14261",31
"14262",13
"14263",20
"14264",8
"14265",31
"14266",13
"14267",15
"14268",17
"14269",29
"14270",13
"14271",50
"14272",9
"14273",8
"14274",26
"14275",21
"14276",25
"14277",18
"14278",17
"14279",36
"14280",19
"14281",17
"14282",29
"14283",26
"14284",16
"14285",18
"14286",23
"14287",23
"14288",35
"14289",59
"14290",20
"14291",13
"14292",29
"14293",29
"14294",17
"14295",34
"14296",12
"14297",36
"14298",28
"14299",36
"14300",18
"14301",51
"14302",30
"14303",37
"14304",20
"14305",28
"14306",18
"14307",28
"14308",24
"14309",17
"14310",12
"14311",21
"14312",20
"14313",19
"14314",37
"14315",29
"14316",16
"14317",9
"14318",15
"14319",22
"14320",51
"14321",20
"14322",14
"14323",26
"14324",8
"14325",44
"14326",19
"14327",29
"14328",22
"14329",18
"14330",37
"14331",19
"14332",29
"14333",36
"14334",19
"14335",27
"14336",19
"14337",19
"14338",17
"14339",23
"14340",18
"14341",19
"14342",17
"14343",22
"14344",36
"14345",24
"14346",39
"14347",26
"14348",30
"14349",34
"14350",11
"14351",14
"14352",12
"14353",8
"14354",24
"14355",22
"14356",17
"14357",41
"14358",52
"14359",10
"14360",14
"14361",35
"14362",39
"14363",15
"14364",17
"14365",23
"14366",20
"14367",17
"14368",7
"14369",15
"14370",20
"14371",49
"14372",29
"14373",26
"14374",16
"14375",39
"14376",16
"14377",33
"14378",36
"14379",17
"14380",40
"14381",8
"14382",24
"14383",22
"14384",17
"14385",16
"14386",48
"14387",34
"14388",30
"14389",20
"14390",17
"14391",24
"14392",23
"14393",5
"14394",32
"14395",21
"14396",31
"14397",28
"14398",27
"14399",33
"14400",40
"14401",16
"14402",19
"14403",8
"14404",24
"14405",14
"14406",12
"14407",27
"14408",20
"14409",9
"14410",28
"14411",14
"14412",31
"14413",20
"14414",15
"14415",30
"14416",24
"14417",5
"14418",27
"14419",21
"14420",25
"14421",27
"14422",28
"14423",19
"14424",33
"14425",18
"14426",25
"14427",17
"14428",17
"14429",36
"14430",35
"14431",53
"14432",21
"14433",31
"14434",20
"14435",32
"14436",28
"14437",23
"14438",43
"14439",34
"14440",16
"14441",11
"14442",28
"14443",38
"14444",15
"14445",28
"14446",16
"14447",19
"14448",48
"14449",22
"14450",17
"14451",10
"14452",20
"14453",27
"14454",26
"14455",17
"14456",17
"14457",24
"14458",13
"14459",12
"14460",11
"14461",14
"14462",20
"14463",31
"14464",13
"14465",19
"14466",21
"14467",51
"14468",62
"14469",18
"14470",34
"14471",18
"14472",19
"14473",39
"14474",22
"14475",26
"14476",20
"14477",15
"14478",40
"14479",23
"14480",8
"14481",34
"14482",23
"14483",18
"14484",19
"14485",16
"14486",48
"14487",26
"14488",14
"14489",8
"14490",22
"14491",10
"14492",20
"14493",27
"14494",3
"14495",25
"14496",30
"14497",24
"14498",26
"14499",14
"14500",20
"14501",27
"14502",35
"14503",16
"14504",33
"14505",32
"14506",9
"14507",11
"14508",30
"14509",11
"14510",14
"14511",37
"14512",18
"14513",36
"14514",18
"14515",18
"14516",16
"14517",37
"14518",21
"14519",30
"14520",25
"14521",37
"14522",26
"14523",18
"14524",41
"14525",12
"14526",18
"14527",22
"14528",12
"14529",21
"14530",7
"14531",29
"14532",16
"14533",39
"14534",15
"14535",36
"14536",26
"14537",26
"14538",13
"14539",13
"14540",23
"14541",33
"14542",13
"14543",23
"14544",11
"14545",18
"14546",6
"14547",15
"14548",8
"14549",10
"14550",25
"14551",18
"14552",15
"14553",24
"14554",16
"14555",34
"14556",15
"14557",16
"14558",39
"14559",24
"14560",34
"14561",15
"14562",6
"14563",19
"14564",14
"14565",26
"14566",26
"14567",19
"14568",7
"14569",22
"14570",29
"14571",11
"14572",38
"14573",26
"14574",14
"14575",18
"14576",14
"14577",9
"14578",24
"14579",17
"14580",12
"14581",29
"14582",29
"14583",12
"14584",23
"14585",7
"14586",22
"14587",20
"14588",30
"14589",27
"14590",33
"14591",13
"14592",13
"14593",46
"14594",20
"14595",24
"14596",17
"14597",25
"14598",20
"14599",32
"14600",27
"14601",42
"14602",35
"14603",25
"14604",16
"14605",31
"14606",19
"14607",45
"14608",34
"14609",19
"14610",18
"14611",22
"14612",26
"14613",15
"14614",18
"14615",21
"14616",29
"14617",11
"14618",33
"14619",38
"14620",69
"14621",19
"14622",37
"14623",42
"14624",31
"14625",19
"14626",24
"14627",16
"14628",18
"14629",34
"14630",23
"14631",32
"14632",29
"14633",38
"14634",23
"14635",29
"14636",24
"14637",27
"14638",27
"14639",31
"14640",35
"14641",38
"14642",29
"14643",24
"14644",31
"14645",24
"14646",23
"14647",20
"14648",68
"14649",21
"14650",15
"14651",29
"14652",18
"14653",23
"14654",40
"14655",8
"14656",35
"14657",15
"14658",18
"14659",37
"14660",21
"14661",19
"14662",17
"14663",24
"14664",17
"14665",31
"14666",24
"14667",34
"14668",53
"14669",36
"14670",19
"14671",27
"14672",27
"14673",11
"14674",16
"14675",27
"14676",12
"14677",15
"14678",19
"14679",29
"14680",46
"14681",25
"14682",25
"14683",15
"14684",16
"14685",30
"14686",42
"14687",18
"14688",22
"14689",20
"14690",13
"14691",20
"14692",24
"14693",10
"14694",35
"14695",32
"14696",17
"14697",48
"14698",41
"14699",10
"14700",28
"14701",14
"14702",30
"14703",15
"14704",10
"14705",16
"14706",34
"14707",39
"14708",37
"14709",33
"14710",18
"14711",39
"14712",31
"14713",31
"14714",43
"14715",72
"14716",14
"14717",20
"14718",19
"14719",24
"14720",15
"14721",29
"14722",18
"14723",20
"14724",16
"14725",22
"14726",32
"14727",39
"14728",12
"14729",14
"14730",15
"14731",27
"14732",17
"14733",36
"14734",25
"14735",29
"14736",26
"14737",25
"14738",58
"14739",28
"14740",44
"14741",33
"14742",26
"14743",54
"14744",12
"14745",37
"14746",27
"14747",18
"14748",25
"14749",19
"14750",19
"14751",32
"14752",12
"14753",26
"14754",17
"14755",20
"14756",13
"14757",38
"14758",53
"14759",27
"14760",16
"14761",25
"14762",14
"14763",22
"14764",19
"14765",24
"14766",24
"14767",21
"14768",8
"14769",8
"14770",50
"14771",32
"14772",22
"14773",18
"14774",24
"14775",19
"14776",33
"14777",31
"14778",21
"14779",16
"14780",17
"14781",33
"14782",16
"14783",9
"14784",12
"14785",38
"14786",18
"14787",21
"14788",29
"14789",20
"14790",31
"14791",12
"14792",20
"14793",18
"14794",17
"14795",35
"14796",30
"14797",31
"14798",55
"14799",7
"14800",12
"14801",15
"14802",19
"14803",48
"14804",22
"14805",39
"14806",28
"14807",20
"14808",38
"14809",6
"14810",17
"14811",22
"14812",36
"14813",43
"14814",24
"14815",26
"14816",40
"14817",19
"14818",26
"14819",21
"14820",30
"14821",63
"14822",18
"14823",13
"14824",32
"14825",40
"14826",23
"14827",25
"14828",18
"14829",8
"14830",13
"14831",17
"14832",16
"14833",22
"14834",35
"14835",17
"14836",27
"14837",29
"14838",30
"14839",42
"14840",10
"14841",19
"14842",30
"14843",32
"14844",47
"14845",24
"14846",27
"14847",22
"14848",16
"14849",28
"14850",18
"14851",30
"14852",28
"14853",26
"14854",56
"14855",26
"14856",13
"14857",27
"14858",31
"14859",23
"14860",37
"14861",21
"14862",20
"14863",20
"14864",27
"14865",19
"14866",23
"14867",20
"14868",21
"14869",37
"14870",11
"14871",30
"14872",28
"14873",38
"14874",64
"14875",33
"14876",41
"14877",12
"14878",6
"14879",25
"14880",43
"14881",36
"14882",28
"14883",28
"14884",29
"14885",20
"14886",25
"14887",34
"14888",28
"14889",15
"14890",15
"14891",52
"14892",49
"14893",26
"14894",25
"14895",27
"14896",34
"14897",21
"14898",24
"14899",38
"14900",14
"14901",8
"14902",27
"14903",10
"14904",10
"14905",14
"14906",13
"14907",27
"14908",29
"14909",17
"14910",22
"14911",8
"14912",31
"14913",15
"14914",24
"14915",30
"14916",34
"14917",28
"14918",24
"14919",24
"14920",35
"14921",23
"14922",23
"14923",13
"14924",16
"14925",36
"14926",23
"14927",39
"14928",8
"14929",6
"14930",15
"14931",11
"14932",23
"14933",23
"14934",28
"14935",8
"14936",7
"14937",15
"14938",52
"14939",17
"14940",20
"14941",15
"14942",30
"14943",39
"14944",28
"14945",26
"14946",23
"14947",28
"14948",15
"14949",9
"14950",14
"14951",20
"14952",51
"14953",20
"14954",25
"14955",41
"14956",23
"14957",22
"14958",18
"14959",36
"14960",22
"14961",23
"14962",50
"14963",70
"14964",21
"14965",31
